"﻿PERIODO";"CÓDIGO CURSO";"CRN";"RETIROS";"INSCRITOS";
"201820";"COD566";"CRN-18439";"4";"25";
"201820";"COD566";"CRN-18440";"2";"23";
"201820";"COD1218";"CRN-18441";"0";"20";
"201820";"COD1218";"CRN-18442";"0";"19";
"201820";"COD1218";"CRN-18443";"0";"20";
"201820";"COD1218";"CRN-18444";"3";"20";
"201820";"COD1218";"CRN-18445";"0";"20";
"201820";"COD1218";"CRN-18446";"1";"20";
"201820";"COD1218";"CRN-18447";"0";"20";
"201820";"COD1218";"CRN-18448";"1";"20";
"201820";"COD1218";"CRN-18449";"1";"20";
"201820";"COD1218";"CRN-18450";"1";"20";
"201820";"COD1218";"CRN-18451";"0";"20";
"201820";"COD1218";"CRN-18452";"1";"19";
"201820";"COD1218";"CRN-18453";"3";"20";
"201820";"COD1218";"CRN-18454";"1";"20";
"201820";"COD1218";"CRN-18455";"1";"20";
"201820";"COD1218";"CRN-18456";"1";"20";
"201820";"COD1218";"CRN-18457";"1";"20";
"201820";"COD1218";"CRN-18458";"2";"20";
"201820";"COD1218";"CRN-18459";"2";"20";
"201820";"COD1218";"CRN-18460";"1";"20";
"201820";"COD1218";"CRN-18461";"0";"20";
"201820";"COD1218";"CRN-18462";"2";"20";
"201820";"COD1218";"CRN-18463";"1";"20";
"201820";"COD1218";"CRN-18464";"0";"20";
"201820";"COD1218";"CRN-18465";"0";"20";
"201820";"COD1218";"CRN-18466";"1";"20";
"201820";"COD1218";"CRN-18467";"4";"20";
"201820";"COD1218";"CRN-18468";"1";"19";
"201820";"COD1218";"CRN-18469";"0";"19";
"201820";"COD1218";"CRN-18470";"3";"19";
"201820";"COD1218";"CRN-18471";"4";"20";
"201820";"COD1218";"CRN-18472";"1";"19";
"201820";"COD1218";"CRN-18473";"1";"20";
"201820";"COD1218";"CRN-18474";"1";"20";
"201820";"COD1225";"CRN-18475";"3";"19";
"201820";"COD1225";"CRN-18476";"1";"18";
"201820";"COD1225";"CRN-18477";"1";"20";
"201820";"COD1225";"CRN-18478";"0";"20";
"201820";"COD1225";"CRN-18479";"0";"17";
"201820";"COD1225";"CRN-18480";"0";"18";
"201820";"COD1225";"CRN-18481";"2";"19";
"201820";"COD1225";"CRN-18482";"0";"17";
"201820";"COD1225";"CRN-18483";"0";"16";
"201820";"COD1225";"CRN-18484";"0";"16";
"201820";"COD1225";"CRN-18485";"1";"17";
"201820";"COD1225";"CRN-18486";"0";"19";
"201820";"COD1225";"CRN-18487";"0";"18";
"201820";"COD1225";"CRN-18488";"1";"17";
"201820";"COD1225";"CRN-18489";"1";"15";
"201820";"COD1225";"CRN-18490";"0";"17";
"201820";"COD1335";"CRN-18491";"4";"24";
"201820";"COD1335";"CRN-18492";"2";"20";
"201820";"COD1335";"CRN-18493";"0";"13";
"201820";"COD1335";"CRN-18494";"8";"24";
"201820";"COD1335";"CRN-18495";"2";"22";
"201820";"COD1360";"CRN-18496";"0";"26";
"201820";"COD1360";"CRN-18497";"1";"26";
"201820";"COD1360";"CRN-18498";"2";"28";
"201820";"COD1360";"CRN-18499";"1";"26";
"201820";"COD1360";"CRN-18500";"3";"25";
"201820";"COD1360";"CRN-18501";"4";"27";
"201820";"COD1360";"CRN-18502";"1";"28";
"201820";"COD1360";"CRN-18503";"0";"25";
"201820";"COD1360";"CRN-18504";"1";"27";
"201820";"COD1360";"CRN-18505";"0";"26";
"201820";"COD644";"CRN-18506";"0";"23";
"201820";"COD644";"CRN-18507";"5";"23";
"201820";"COD644";"CRN-18508";"5";"24";
"201820";"COD644";"CRN-18509";"2";"15";
"201820";"COD644";"CRN-18510";"0";"24";
"201820";"COD644";"CRN-18511";"3";"24";
"201820";"COD1221";"CRN-18512";"1";"20";
"201820";"COD1221";"CRN-18513";"2";"19";
"201820";"COD1221";"CRN-18514";"2";"20";
"201820";"COD1221";"CRN-18515";"0";"20";
"201820";"COD1221";"CRN-18516";"0";"20";
"201820";"COD1221";"CRN-18517";"0";"20";
"201820";"COD1221";"CRN-18518";"0";"20";
"201820";"COD1221";"CRN-18519";"0";"20";
"201820";"COD1221";"CRN-18520";"0";"20";
"201820";"COD1221";"CRN-18521";"1";"20";
"201820";"COD1221";"CRN-18522";"0";"20";
"201820";"COD1221";"CRN-18523";"1";"20";
"201820";"COD1221";"CRN-18524";"2";"20";
"201820";"COD1221";"CRN-18525";"0";"20";
"201820";"COD1221";"CRN-18526";"1";"20";
"201820";"COD1221";"CRN-18527";"0";"20";
"201820";"COD1221";"CRN-18528";"0";"20";
"201820";"COD1221";"CRN-18529";"0";"20";
"201820";"COD1221";"CRN-18530";"0";"20";
"201820";"COD1221";"CRN-18531";"0";"20";
"201820";"COD1221";"CRN-18532";"3";"20";
"201820";"COD1221";"CRN-18533";"0";"19";
"201820";"COD1221";"CRN-18534";"1";"20";
"201820";"COD1221";"CRN-18535";"4";"20";
"201820";"COD1221";"CRN-18536";"2";"20";
"201820";"COD1221";"CRN-18537";"1";"19";
"201820";"COD1221";"CRN-18538";"2";"16";
"201820";"COD17546";"CRN-18539";"0";"14";
"201820";"COD17546";"CRN-18540";"0";"14";
"201820";"COD17546";"CRN-18541";"0";"17";
"201820";"COD17546";"CRN-18542";"0";"19";
"201820";"COD17546";"CRN-18543";"1";"11";
"201820";"COD17546";"CRN-18544";"3";"18";
"201820";"COD17546";"CRN-18545";"4";"20";
"201820";"COD17546";"CRN-18546";"0";"16";
"201820";"COD17546";"CRN-18547";"0";"16";
"201820";"COD17546";"CRN-18548";"0";"20";
"201820";"COD2185";"CRN-18549";"6";"42";
"201820";"COD6";"CRN-18550";"2";"79";
"201820";"COD745";"CRN-18551";"1";"28";
"201820";"COD490";"CRN-18552";"3";"83";
"201820";"COD122";"CRN-18553";"2";"49";
"201820";"COD333";"CRN-18554";"2";"69";
"201820";"COD872";"CRN-16830";"4";"80";
"201820";"COD724";"CRN-18555";"4";"33";
"201820";"COD920";"CRN-18556";"2";"19";
"201820";"COD858";"CRN-18557";"0";"50";
"201820";"COD500";"CRN-18558";"1";"63";
"201820";"COD2060";"CRN-16840";"0";"14";
"201820";"COD2066";"CRN-16841";"0";"12";
"201820";"COD2112";"CRN-16848";"12";"44";
"201820";"COD2108";"CRN-16847";"12";"43";
"201820";"COD2102";"CRN-16846";"12";"43";
"201820";"COD17763";"CRN-16851";"0";"31";
"201820";"COD17754";"CRN-16850";"0";"31";
"201820";"COD17745";"CRN-16849";"0";"31";
"201820";"COD2028";"CRN-18559";"1";"30";
"201820";"COD2006";"CRN-18560";"1";"15";
"201820";"COD2022";"CRN-18561";"1";"16";
"201820";"COD1998";"CRN-18562";"2";"38";
"201820";"COD17671";"CRN-18563";"5";"26";
"201820";"COD932";"CRN-18564";"1";"3";
"201820";"COD2130";"CRN-18565";"5";"29";
